Student_id,Age_at_year_4,Year_1_Classes,Year_2_Classes,Year_3_Classes,Year_4_Classes,Year_1_Grades,Year_2_Grades,Year_3_Grades,Year_4_Grades,Year_1_Absences,Year_2_Absences,Year_3_Absences,Year_4_Absences,Year_1_Late_HW,Year_2_Late_HW,Year_3_Late_HW,Year_4_Late_HW,Year_1_Participation,Year_2_Participation,Year_3_Participation,Year_4_Participation
245,17,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Spanish, Personal Fitness, French","Algebra 2, English 3, Environmental Science, Economics, Volleyball, Individual Sports, Latin","Basketball, English 4, Forensic Science, Government, Technical Writing, Film, Anatomy And Physiology","96.1, 62.6, 98.7, 87.9, 85.9, 94.3, 75.7","64.6, 80.0, 93.8, 91.9, 92.2, 68.1, 72.2","78.5, 70.0, 88.0, 74.5, 73.2, 81.1, 86.1","62.3, 91.4, 97.4, 79.0, 63.0, 80.9, 93.5",0,10,1,3,9,0,7,8,9,10,7,7
246,19,"Algebra 1, English 1, Forensic Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Spanish, Personal Fitness, Latin","Algebra 2, English 3, Biology, Economics, Team Sports, Individual Sports, Chorus","Creative Writing, English 4, Theater, Government, Volleyball, Band, Environmental Science","99.1, 73.3, 98.1, 74.0, 79.9, 66.9, 78.6","63.4, 70.6, 68.6, 71.2, 70.7, 65.7, 76.1","69.7, 79.9, 68.3, 78.2, 91.1, 93.0, 62.0","85.6, 97.4, 86.9, 97.1, 64.2, 89.5, 90.9",5,1,10,5,1,8,10,10,9,10,10,9
247,18,"Algebra 1, English 1, Chemistry, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Band, Personal Fitness, Environmental Science","Algebra 2, English 3, Forensic Science, Economics, French, Weight Lifting, Forensic Science","Spanish, English 4, Latin, Government, Math For College Readiness, Biology, Physical Science","79.4, 81.1, 62.4, 72.9, 94.4, 76.0, 81.9","80.2, 88.2, 96.8, 62.7, 67.8, 60.5, 72.3","88.9, 66.0, 95.2, 85.0, 71.2, 80.8, 90.5","98.2, 86.3, 85.4, 68.6, 60.7, 98.3, 95.6",2,5,3,5,6,8,4,6,8,8,8,7
248,19,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Volleyball, Personal Fitness, Latin","Algebra 2, English 3, Chemistry, Economics, Technical Writing, Individual Sports, Anatomy And Physiology","Band, English 4, Spanish, Government, Chorus, Film, French","90.9, 94.0, 93.8, 98.9, 76.6, 100.0, 83.1","73.5, 67.1, 84.0, 92.8, 94.8, 68.0, 93.7","75.9, 82.1, 63.5, 75.5, 81.6, 62.9, 68.0","82.5, 82.2, 74.0, 94.2, 70.7, 95.3, 86.7",8,7,1,7,9,9,3,5,7,8,8,8
249,20,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Weight Lifting, Personal Fitness, Band","Algebra 2, English 3, Environmental Science, Economics, French, Physical Science, Math For College Readiness","Film, English 4, Individual Sports, Government, Basketball, Chemistry, Volleyball","77.4, 97.1, 77.6, 75.7, 85.7, 93.8, 93.2","94.2, 80.9, 96.7, 74.5, 78.7, 95.6, 91.4","95.0, 74.7, 69.6, 62.3, 64.0, 85.3, 95.2","77.8, 83.0, 84.8, 97.0, 89.4, 92.9, 84.1",2,5,4,3,8,1,7,10,8,8,6,6
250,20,"Algebra 1, English 1, Chemistry, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Individual Sports, Personal Fitness, Physical Science","Algebra 2, English 3, Environmental Science, Economics, Environmental Science, Latin, Math For College Readiness","Weight Lifting, English 4, Forensic Science, Government, Technical Writing, Chorus, Team Sports","63.0, 62.7, 95.2, 61.0, 81.4, 73.2, 62.7","95.1, 82.9, 84.7, 65.5, 79.9, 63.9, 98.9","85.4, 72.5, 83.5, 90.4, 91.0, 75.0, 98.4","89.8, 97.5, 75.3, 93.3, 81.3, 69.1, 67.1",9,6,0,4,10,1,8,6,8,8,9,7
251,18,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Latin, Personal Fitness, French","Algebra 2, English 3, Forensic Science, Economics, Theater, Spanish, Individual Sports","Math For College Readiness, English 4, Environmental Science, Government, Chorus, Weight Lifting, Technical Writing","99.0, 80.4, 81.4, 90.7, 83.5, 93.1, 95.1","97.5, 60.1, 89.3, 99.1, 72.3, 83.5, 99.7","97.7, 99.3, 66.1, 98.5, 78.5, 88.9, 91.7","91.8, 82.8, 73.6, 97.1, 90.1, 66.3, 70.1",10,9,3,9,10,4,1,9,8,7,6,6
252,20,"Algebra 1, English 1, Environmental Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Volleyball, Personal Fitness, French","Algebra 2, English 3, Biology, Economics, Creative Writing, Film, Latin","Basketball, English 4, Weight Lifting, Government, Individual Sports, Math For College Readiness, Band","73.8, 84.7, 85.8, 83.3, 83.6, 84.6, 97.8","87.3, 96.1, 78.0, 63.0, 65.2, 71.5, 87.0","99.3, 87.5, 98.5, 72.5, 71.8, 73.4, 73.3","95.6, 69.8, 84.4, 84.3, 84.4, 84.6, 98.2",8,4,10,2,0,8,8,4,8,7,8,7
253,17,"Algebra 1, English 1, Physical Science, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Volleyball, Personal Fitness, Team Sports","Algebra 2, English 3, Biology, Economics, Forensic Science, Creative Writing, Weight Lifting","Math For College Readiness, English 4, Film, Government, Spanish, Anatomy And Physiology, Chorus","94.9, 88.4, 78.2, 94.4, 72.6, 75.6, 98.1","65.3, 89.5, 64.6, 62.7, 87.4, 65.7, 83.5","99.5, 80.0, 95.9, 69.2, 85.4, 77.1, 69.1","63.8, 82.5, 84.6, 86.2, 68.4, 66.1, 90.4",2,6,8,10,1,8,4,9,8,10,6,6
254,18,"Algebra 1, English 1, Biology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Latin, Personal Fitness, Band","Algebra 2, English 3, Anatomy And Physiology, Economics, Math For College Readiness, Film, Forensic Science","French, English 4, Creative Writing, Government, Weight Lifting, Theater, Chemistry","74.9, 74.4, 72.7, 81.5, 71.8, 91.4, 69.2","60.5, 73.0, 81.9, 60.5, 88.8, 69.0, 62.2","99.1, 60.3, 88.9, 71.3, 68.4, 95.3, 66.2","63.1, 67.8, 92.6, 66.9, 68.4, 77.3, 77.7",1,7,8,6,2,0,4,1,7,9,10,7
255,19,"Algebra 1, English 1, Anatomy And Physiology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, French, Personal Fitness, Chorus","Algebra 2, English 3, Forensic Science, Economics, Spanish, Physical Science, Film","Technical Writing, English 4, Creative Writing, Government, Math For College Readiness, Band, Volleyball","65.7, 77.9, 84.9, 73.4, 83.7, 79.7, 95.7","96.0, 68.7, 90.8, 66.7, 87.8, 79.5, 92.6","67.9, 62.6, 79.5, 69.7, 61.8, 98.6, 71.2","78.0, 94.3, 72.0, 81.2, 88.2, 87.1, 69.8",5,9,2,10,7,5,1,4,7,8,10,8
256,17,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Spanish, Personal Fitness, Weight Lifting","Algebra 2, English 3, Environmental Science, Economics, Math For College Readiness, Creative Writing, Environmental Science","Individual Sports, English 4, Theater, Government, Latin, Biology, Volleyball","99.5, 77.9, 62.4, 90.6, 88.3, 95.5, 72.0","81.7, 96.7, 67.8, 98.4, 96.4, 63.0, 92.2","98.8, 88.8, 75.8, 60.6, 74.1, 63.3, 68.9","95.9, 84.3, 98.6, 82.5, 76.3, 82.1, 65.4",1,1,9,0,0,0,5,0,8,6,10,7
257,20,"Algebra 1, English 1, Biology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Band, Personal Fitness, Film","Algebra 2, English 3, Environmental Science, Economics, Weight Lifting, Forensic Science, French","Individual Sports, English 4, Latin, Government, Chemistry, Spanish, Volleyball","91.8, 99.6, 63.5, 70.9, 95.1, 82.9, 61.9","81.8, 83.7, 90.9, 84.5, 75.0, 91.3, 67.0","87.5, 66.7, 87.3, 67.6, 81.0, 77.1, 60.4","60.6, 91.3, 81.6, 66.6, 68.0, 62.0, 99.5",5,2,10,6,5,0,3,4,6,7,7,9
258,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Biology, US History, Chorus, Personal Fitness, French","Algebra 2, English 3, Chemistry, Economics, Latin, Creative Writing, Physical Science","Technical Writing, English 4, Individual Sports, Government, Basketball, Environmental Science, Math For College Readiness","64.5, 86.7, 67.0, 98.2, 86.8, 62.3, 76.8","88.5, 98.5, 94.3, 92.8, 68.8, 61.3, 98.7","67.3, 67.2, 83.2, 76.2, 98.6, 89.1, 80.2","87.2, 83.6, 87.4, 87.0, 62.3, 91.9, 87.1",3,1,1,5,9,8,5,5,10,6,10,8
259,19,"Algebra 1, English 1, Anatomy And Physiology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Biology, US History, Individual Sports, Personal Fitness, Theater","Algebra 2, English 3, Forensic Science, Economics, Weight Lifting, Basketball, Spanish","Film, English 4, Creative Writing, Government, Physical Science, Math For College Readiness, Latin","93.1, 70.9, 66.0, 98.4, 82.0, 91.1, 62.4","70.5, 72.5, 72.8, 90.5, 63.2, 68.5, 66.6","91.5, 77.9, 72.6, 63.7, 60.9, 98.0, 92.7","93.3, 99.2, 94.8, 80.5, 99.4, 67.4, 61.8",2,9,1,5,6,7,1,4,7,6,6,8
260,17,"Algebra 1, English 1, Physical Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, French, Personal Fitness, Environmental Science","Algebra 2, English 3, Biology, Economics, Technical Writing, Weight Lifting, Math For College Readiness","Volleyball, English 4, Latin, Government, Band, Anatomy And Physiology, Spanish","84.5, 86.2, 98.8, 75.0, 61.3, 71.8, 69.3","90.3, 68.5, 77.8, 93.4, 71.1, 93.4, 65.3","68.9, 92.8, 60.4, 61.9, 98.0, 95.8, 89.1","89.3, 74.7, 78.0, 65.4, 65.8, 98.3, 69.4",5,10,5,10,6,9,1,9,8,7,6,7
261,19,"Algebra 1, English 1, Physical Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Film, Personal Fitness, Basketball","Algebra 2, English 3, Biology, Economics, Individual Sports, Weight Lifting, French","Environmental Science, English 4, Theater, Government, Technical Writing, Forensic Science, Chorus","81.2, 85.1, 80.5, 87.5, 88.4, 94.5, 82.6","64.0, 78.4, 85.7, 85.4, 79.8, 64.6, 88.6","98.9, 75.7, 65.6, 90.8, 90.7, 72.9, 79.6","84.1, 80.9, 70.4, 75.6, 79.3, 72.4, 93.7",1,7,8,6,6,1,2,1,6,6,10,7
262,20,"Algebra 1, English 1, Biology, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Spanish, Personal Fitness, Theater","Algebra 2, English 3, Anatomy And Physiology, Economics, Anatomy And Physiology, Individual Sports, Volleyball","Physical Science, English 4, Band, Government, Basketball, Forensic Science, Chemistry","90.2, 77.7, 74.0, 85.7, 79.2, 93.6, 74.1","79.9, 66.2, 93.8, 64.7, 77.6, 93.2, 91.8","64.2, 85.9, 70.2, 95.1, 79.2, 84.3, 89.0","90.6, 95.8, 85.5, 86.6, 89.8, 99.8, 85.2",3,9,10,2,6,5,9,1,8,7,10,8
263,19,"Algebra 1, English 1, Anatomy And Physiology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Spanish, Personal Fitness, Band","Algebra 2, English 3, Forensic Science, Economics, Basketball, Team Sports, Forensic Science","Math For College Readiness, English 4, Individual Sports, Government, French, Latin, Theater","62.5, 90.0, 97.7, 65.0, 74.2, 60.8, 82.3","60.4, 90.7, 65.4, 76.2, 74.9, 62.5, 99.7","75.3, 71.7, 96.9, 82.0, 65.1, 89.7, 68.7","73.6, 65.7, 91.4, 79.6, 79.1, 85.6, 81.8",3,2,1,9,9,2,3,4,6,7,8,10
264,18,"Algebra 1, English 1, Biology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Spanish, Personal Fitness, Band","Algebra 2, English 3, Forensic Science, Economics, Forensic Science, Team Sports, Theater","Physical Science, English 4, Individual Sports, Government, Basketball, Creative Writing, Environmental Science","87.9, 68.2, 63.3, 73.9, 65.7, 85.5, 75.9","74.7, 85.5, 87.0, 72.3, 71.3, 71.2, 69.9","98.5, 71.6, 97.3, 96.3, 67.8, 98.4, 92.6","67.6, 84.2, 93.0, 68.3, 73.2, 68.8, 72.7",8,7,10,1,7,9,10,1,7,10,6,9
265,19,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Spanish, Personal Fitness, Technical Writing","Algebra 2, English 3, Chemistry, Economics, Theater, Volleyball, Individual Sports","Band, English 4, Film, Government, French, Biology, Latin","76.7, 66.1, 96.7, 84.2, 97.4, 74.5, 61.2","81.3, 90.9, 90.4, 65.0, 89.3, 74.6, 62.2","85.5, 84.3, 75.2, 68.5, 72.2, 73.2, 60.2","74.6, 78.2, 63.3, 74.0, 60.3, 97.9, 91.1",6,3,2,6,3,6,0,4,10,6,6,6
266,17,"Algebra 1, English 1, Biology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Spanish, Personal Fitness, Technical Writing","Algebra 2, English 3, Anatomy And Physiology, Economics, Team Sports, Latin, Basketball","Environmental Science, English 4, Forensic Science, Government, Math For College Readiness, French, Film","96.6, 66.2, 67.7, 93.7, 67.3, 77.9, 61.6","77.4, 88.0, 76.0, 68.1, 73.3, 72.9, 87.7","90.9, 60.7, 94.4, 82.5, 62.3, 78.6, 73.3","83.0, 98.1, 89.3, 74.8, 61.3, 93.7, 72.6",5,4,1,9,6,0,3,2,9,6,6,10
267,20,"Algebra 1, English 1, Environmental Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, Latin, Personal Fitness, Spanish","Algebra 2, English 3, Physical Science, Economics, Theater, Individual Sports, Technical Writing","Math For College Readiness, English 4, Chorus, Government, Weight Lifting, Creative Writing, Film","74.5, 69.8, 84.0, 64.8, 99.4, 97.5, 95.0","62.6, 81.1, 99.6, 90.9, 99.9, 84.7, 62.4","92.0, 64.3, 68.1, 71.1, 80.7, 99.5, 75.3","75.9, 87.4, 70.8, 62.0, 66.1, 95.4, 63.4",9,1,3,8,3,10,3,2,9,8,7,9
268,18,"Algebra 1, English 1, Biology, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Chorus, Personal Fitness, Weight Lifting","Algebra 2, English 3, Physical Science, Economics, Latin, Theater, Chemistry","Creative Writing, English 4, Basketball, Government, Technical Writing, Anatomy And Physiology, Team Sports","65.2, 84.0, 99.6, 83.6, 75.8, 80.7, 69.0","74.7, 93.8, 90.6, 93.8, 96.2, 88.4, 84.6","89.8, 75.3, 97.3, 74.1, 61.0, 94.0, 80.4","80.7, 61.3, 76.2, 88.7, 60.1, 71.6, 90.8",10,1,5,8,5,6,5,10,8,9,6,7
269,17,"Algebra 1, English 1, Physical Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Forensic Science, US History, Theater, Personal Fitness, French","Algebra 2, English 3, Anatomy And Physiology, Economics, Band, Environmental Science, Math For College Readiness","Individual Sports, English 4, Creative Writing, Government, Spanish, Team Sports, Biology","89.3, 87.7, 90.7, 96.7, 79.1, 79.0, 80.4","99.7, 69.6, 66.1, 71.5, 77.0, 79.9, 89.1","62.8, 68.7, 70.5, 76.3, 99.0, 63.0, 63.6","81.9, 69.0, 93.9, 95.2, 81.0, 93.3, 66.6",3,3,5,7,3,5,0,0,8,9,8,7
270,20,"Algebra 1, English 1, Biology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Spanish, Personal Fitness, Technical Writing","Algebra 2, English 3, Environmental Science, Economics, Forensic Science, Latin, Band","Weight Lifting, English 4, Chemistry, Government, Individual Sports, Volleyball, Team Sports","88.7, 99.6, 93.2, 86.8, 62.6, 68.6, 89.1","71.2, 63.4, 68.1, 98.8, 79.1, 87.4, 97.3","65.4, 90.2, 92.7, 98.8, 69.8, 60.0, 80.4","90.7, 74.7, 82.1, 63.8, 74.7, 97.9, 81.1",10,9,5,0,4,10,4,4,9,9,10,6
271,17,"Algebra 1, English 1, Forensic Science, World History, Chorus, Team Sports, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Volleyball, Personal Fitness, Individual Sports","Algebra 2, English 3, Anatomy And Physiology, Economics, Theater, Creative Writing, Spanish","Environmental Science, English 4, Basketball, Government, Technical Writing, Physical Science, French","92.3, 75.6, 60.4, 63.1, 95.4, 69.6, 84.7","72.3, 96.6, 75.3, 93.1, 62.5, 74.6, 93.6","70.9, 69.6, 97.7, 66.9, 85.4, 64.1, 84.4","97.5, 97.5, 93.6, 93.0, 81.2, 90.4, 99.5",3,3,6,2,0,0,4,10,8,9,10,7
272,18,"Algebra 1, English 1, Biology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Individual Sports, Personal Fitness, Math For College Readiness","English 3, Anatomy And Physiology, Economics, Technical Writing, Team Sports, Latin","Physical Science, English 4, Weight Lifting, Government, Volleyball, Spanish, Film","65.8, 81.9, 91.3, 62.6, 75.3, 80.2, 62.8","83.3, 94.1, 83.6, 94.8, 95.7, 90.1, 66.1","61.8, 93.2, 82.8, 92.3, 71.0, 86.6, 97.7","79.1, 78.1, 83.4, 72.9, 74.2, 95.0, 70.7",2,9,4,7,8,5,9,1,6,9,9,9
273,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Physical Science, US History, Theater, Personal Fitness, Math For College Readiness","English 3, Forensic Science, Economics, Creative Writing, Team Sports, Environmental Science","Band, English 4, Biology, Government, Chorus, French, Latin","69.6, 89.3, 66.7, 94.2, 68.3, 97.3, 83.2","71.6, 96.0, 65.5, 81.1, 61.5, 70.3, 80.7","92.2, 70.6, 70.3, 61.8, 96.9, 74.6, 69.0","73.4, 72.5, 96.0, 68.4, 87.4, 66.6, 74.4",4,7,2,7,10,5,5,7,6,8,8,6
274,17,"Algebra 1, English 1, Biology, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Anatomy And Physiology, US History, Basketball, Personal Fitness, Individual Sports","Algebra 2, English 3, Chemistry, Economics, Math For College Readiness, Spanish, Creative Writing","French, English 4, Physical Science, Government, Forensic Science, Band, Latin","94.7, 85.9, 94.2, 86.9, 99.3, 77.3, 76.5","78.4, 69.9, 73.1, 94.6, 79.4, 86.5, 78.9","75.6, 85.1, 82.6, 79.4, 67.2, 79.9, 63.2","74.3, 65.7, 67.9, 72.8, 70.2, 85.7, 79.8",8,3,10,10,10,2,3,10,10,6,8,7
275,20,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Latin, Personal Fitness, Creative Writing","Algebra 2, English 3, Biology, Economics, Forensic Science, Anatomy And Physiology, Basketball","Chorus, English 4, Volleyball, Government, Team Sports, Band, Technical Writing","81.2, 74.4, 94.7, 67.8, 81.5, 63.9, 78.2","64.0, 62.7, 89.4, 87.5, 92.0, 66.0, 77.6","82.9, 84.1, 97.4, 72.6, 82.7, 84.0, 95.8","82.6, 93.6, 71.8, 93.3, 62.2, 90.7, 87.6",3,9,5,4,10,2,2,9,8,7,10,6
276,20,"Algebra 1, English 1, Forensic Science, World History, Band, Volleyball, Math For Financial Literacy","Geometry, English 2, Biology, US History, French, Personal Fitness, Environmental Science","Algebra 2, English 3, Chemistry, Economics, Spanish, Creative Writing, Anatomy And Physiology","Physical Science, English 4, Weight Lifting, Government, Theater, Latin, Team Sports","69.1, 73.0, 75.8, 92.3, 70.1, 71.8, 97.2","80.1, 95.6, 93.1, 83.8, 95.6, 60.2, 90.1","84.4, 71.2, 61.3, 67.1, 60.9, 60.4, 73.9","75.9, 82.9, 77.5, 62.1, 79.6, 65.0, 69.8",1,0,10,3,2,5,3,8,6,7,7,10
277,18,"Algebra 1, English 1, Anatomy And Physiology, World History, Theater, Basketball, Math For Financial Literacy","Geometry, English 2, Environmental Science, US History, Individual Sports, Personal Fitness, Band","Algebra 2, English 3, Physical Science, Economics, Physical Science, Team Sports, Math For College Readiness","Chorus, English 4, Weight Lifting, Government, Technical Writing, Creative Writing, Film","93.5, 89.9, 92.2, 75.2, 64.5, 87.0, 83.2","82.3, 72.7, 75.4, 94.8, 69.6, 93.0, 95.1","67.2, 62.6, 78.4, 60.0, 71.1, 67.8, 82.0","94.2, 88.4, 61.5, 69.8, 63.0, 69.1, 80.7",7,4,8,4,8,2,9,7,8,6,9,9
278,19,"Algebra 1, English 1, Environmental Science, World History, Film, Weight Lifting, Math For Financial Literacy","Geometry, English 2, Chemistry, US History, Chorus, Personal Fitness, Basketball","Algebra 2, English 3, Physical Science, Economics, Volleyball, Math For College Readiness, Band","French, English 4, Team Sports, Government, Latin, Forensic Science, Creative Writing","98.1, 89.6, 74.2, 80.3, 88.4, 66.2, 66.9","73.8, 96.8, 89.9, 99.5, 68.9, 82.5, 88.7","75.4, 80.8, 76.5, 76.9, 89.3, 83.8, 73.5","67.5, 87.3, 61.3, 76.5, 89.9, 94.8, 61.3",5,6,5,7,4,10,9,5,9,9,9,6
